frame_number,time_seconds,mean_brightness,perceived_luminance,sharpness,normalized_sharpness
267,8.9,141.8446502685547,153.21426391601562,333.65204427071023,55.579251065756
268,8.933333333333334,141.853271484375,153.2165985107422,333.33977092974465,55.5272330466349
269,8.966666666666667,141.8596649169922,153.22747802734375,333.36816406247175,55.531962731585075
270,9.0,141.75637817382812,153.1216583251953,332.55887970718965,55.397153372139584
271,9.033333333333333,141.79527282714844,153.16586303710938,332.9581953877396,55.46367077206228
272,9.066666666666666,141.82069396972656,153.19676208496094,333.67303817698416,55.58274819879531
273,9.1,141.8397674560547,153.2105255126953,334.0624729896511,55.64761965874475
274,9.133333333333333,141.8463897705078,153.22064208984375,334.3492341771414,55.69538790206625
275,9.166666666666666,141.85317993164062,153.22802734375,334.5753771082933,55.7330584482627
276,9.2,141.85414123535156,153.22352600097656,334.64587046405796,55.74480112446022
277,9.233333333333333,141.85073852539062,153.2276611328125,334.0353515587489,55.64310181195419
278,9.266666666666667,141.8530731201172,153.2269744873047,334.50712431111276,55.72168900091305
279,9.3,141.8477325439453,153.2206573486328,334.41663143154614,55.706614834398984
280,9.333333333333334,141.846923828125,153.22105407714844,334.28860481151247,55.685288354372446
281,9.366666666666667,141.8523712158203,153.22691345214844,334.0365243955201,55.64329718132321
282,9.4,141.85098266601562,153.23011779785156,333.7918050717004,55.60253220783431
283,9.433333333333334,141.8506317138672,153.22584533691406,333.6114930528429,55.57249610543859
284,9.466666666666667,141.84005737304688,153.21954345703125,333.674605996363,55.58300936376755
285,9.5,141.71856689453125,153.08460998535156,332.4714057649838,55.38258209562846
286,9.533333333333333,141.76866149902344,153.13893127441406,331.9420896015163,55.29440941259627
287,9.566666666666666,141.80674743652344,153.1743927001953,331.77132908545383,55.2659643850374
288,9.6,141.8273162841797,153.19911193847656,331.41923225307147,55.20731262916637
289,9.633333333333333,141.83712768554688,153.2103729248047,331.16344328694396,55.16470369146504
290,9.666666666666666,141.8427734375,153.21412658691406,332.1570688605078,55.330220331230194
291,9.7,141.85101318359375,153.22377014160156,332.79115451146924,55.435845356453726
292,9.733333333333333,141.85694885253906,153.22332763671875,333.21627699572036,55.50666161456339
293,9.766666666666667,141.85855102539062,153.2287139892578,333.4493740332602,55.54549056524591
294,9.8,141.86474609375,153.2343292236328,333.56577160456624,55.56487989598777
295,9.833333333333334,141.86749267578125,153.23570251464844,333.52493055323004,55.55807665565108
296,9.866666666666667,141.86708068847656,153.24143981933594,333.4741155288163,55.54961196601917
297,9.9,141.8774871826172,153.24615478515625,333.46819250755834,55.5486253181289
298,9.933333333333334,141.88446044921875,153.2544403076172,333.2939033545132,55.51959249557777
299,9.966666666666667,141.8795623779297,153.2589874267578,333.2551721472717,55.51314070986772
300,10.0,141.7589569091797,153.12635803222656,332.77592688810637,55.4333087620688
301,10.033333333333333,141.79696655273438,153.17840576171875,333.0768204808361,55.483431160002716
302,10.066666666666666,141.8445587158203,153.21754455566406,333.8026480200309,55.60433840970809
303,10.1,141.86199951171875,153.2320556640625,334.2284340990551,55.675265208427746
304,10.133333333333333,141.8658447265625,153.23190307617188,334.48784575089803,55.71847760761647
305,10.166666666666666,141.85777282714844,153.2344207763672,334.6707122826453,55.74893923689173
306,10.2,141.86195373535156,153.23306274414062,334.52149835787213,55.724083407803064
307,10.233333333333333,141.86375427246094,153.23643493652344,334.4794111618592,55.71707258657771
308,10.266666666666667,141.86587524414062,153.23635864257812,334.37399931019377,55.69951324033775
309,10.3,141.86668395996094,153.24266052246094,334.3029243669944,55.68767368418818
310,10.333333333333334,141.8665008544922,153.24795532226562,334.20861737466856,55.671964168560336
311,10.366666666666667,141.877197265625,153.25595092773438,334.0440060689372,55.6445434671242
312,10.4,141.87791442871094,153.24757385253906,334.02372106317387,55.64116442165587
313,10.433333333333334,141.8653564453125,153.2390899658203,333.8958087328387,55.61985697983383
314,10.466666666666667,141.86734008789062,153.24057006835938,333.8115774438173,55.605825859567965
315,10.5,141.74058532714844,153.11029052734375,333.0093122850363,55.4721857472208
316,10.533333333333333,141.77883911132812,153.15455627441406,332.5841135925712,55.40135679446254
317,10.566666666666666,141.8138885498047,153.1910400390625,332.35747439975637,55.36360358175159
318,10.6,141.84031677246094,153.21153259277344,331.99067945059124,55.30250343589796
319,10.633333333333333,141.848388671875,153.22311401367188,333.08352956303486,55.4845487487313
320,10.666666666666666,141.8592987060547,153.232666015625,333.5216603650196,55.55753191266299
321,10.7,141.88706970214844,153.26063537597656,329.87025461242337,54.94928628506589
322,10.733333333333333,141.8969268798828,153.27154541015625,329.80036453993046,54.937644102880014
323,10.766666666666667,141.90379333496094,153.2709197998047,329.96689573478363,54.96538461653177
324,10.8,141.89974975585938,153.26898193359375,329.99055987773005,54.96932655354267
325,10.833333333333334,141.89976501464844,153.2685089111328,329.9591613202695,54.9640962295025
326,10.866666666666667,141.89796447753906,153.268798828125,329.80117085327834,54.93777841733356
327,10.9,141.90318298339844,153.2740478515625,329.6819154600479,54.91791303495358
328,10.933333333333334,141.89952087402344,153.27545166015625,329.77049333624433,54.93266820311313
329,10.966666666666667,141.89955139160156,153.2750701904297,329.8219950174045,54.94124727498355
330,11.0,141.78477478027344,153.15701293945312,328.88252893511,54.78475244106236
331,11.033333333333333,141.8271484375,153.19851684570312,329.25713155602864,54.847153177024985
332,11.066666666666666,141.86129760742188,153.23056030273438,329.88582995479874,54.95188080195611
333,11.1,141.874267578125,153.2445068359375,330.321476653718,55.0244501677699
334,11.133333333333333,141.8792724609375,153.25550842285156,330.51728298193495,55.057067288699045
335,11.166666666666666,141.88746643066406,153.25741577148438,330.8003751925999,55.10422435943031
336,11.2,141.88673400878906,153.26522827148438,330.88248601423055,55.117902255457
337,11.233333333333333,141.88832092285156,153.26199340820312,330.94017360819373,55.1275117672922
338,11.266666666666667,141.89305114746094,153.26658630371094,330.9093532899482,55.12237776546273
339,11.3,141.90029907226562,153.28199768066406,330.6554682649837,55.080085983390234
340,11.333333333333334,141.9135284423828,153.28367614746094,330.3920437874407,55.03620513378768
341,11.366666666666667,141.91412353515625,153.2877960205078,330.3880078116344,55.035532827064294
